Name,Symbol,YTD,_3MO,_1YR,_3YR,_5YR,_10YR,Yield,rating,Expenseratio,Mgrtenure,Netassets,Category
American Cent-20th Cent Growth Instl,TWGIX,37.16,20.59,37.16,,,,,,0.8,0,"1,78,941",Large Growth
American Cent-20th Cent Growth Inv,TWCGX,36.82,20.5,36.82,26.71,19.25,18.74,0,****,1,0,"6,49,31,88,956",Large Growth
American Cent-20th Cent Ultra Adv,TWUAX,34.23,22.93,34.23,,,,,,1.25,2,"11,91,63,708",Large Growth
American Cent-20th Cent Ultra Inst,TWUIX,34.86,23.05,34.86,,,,,,0.8,2,"3,05,69,508",Large Growth
American Cent-20th Cent Ultra Inv,TWCUX,34.56,23.02,34.56,23.56,20.14,24.04,0,****,1,2,"27,14,99,70,442",Large Growth
American Trust Allegiance,,36.22,27.07,36.22,,,,,,1.45,1,"1,16,29,220",Large Growth
Ark Capital Growth Instl,ARCGX,41.21,35.07,41.21,29.1,19.04,,0,****,0.39,2,"7,50,73,830",Large Growth
Armada Equity Growth Instl,AEQIX,29.09,22.87,29.09,28.51,22.1,,0,*****,0.97,0,"1,29,15,21,272",Large Growth
Armada Tax Managed Equity Instl,AETIX,,22.87,,,,,,,,,"24,33,48,283",Large Growth
Armstrong Associates,ARMSX,19.29,23.34,19.29,14.22,13.33,11.27,4.02,**,1.3,30,"1,51,21,159",Large Growth
Babson Growth,BABSX,32.24,26.23,32.24,27.27,21.92,16.28,0.17,****,0.8,3,"51,20,59,968",Large Growth
BB&T Large Company Growth Tr,BLCTX,25.18,24.26,25.18,,,,,,,,"6,61,39,868",Large Growth
Bear Stearns S&P Stars Y,BSSPX,40.09,28.56,40.09,28.4,,,,****,1,0,"3,69,90,796",Large Growth
Berger 100,BEONX,16.23,30.38,16.23,14.5,11.2,19.45,0,***,1.3,1,"1,49,79,12,757",Large Growth
Berger Growth & Income,BEOOX,22.49,20.89,22.49,20.22,14.38,16.27,0.22,***,1.44,0,"31,84,65,306",Large Growth
BlackRock Large Cap Gr Eq Instl,PNAPX,41.31,26.28,41.31,29.75,21.46,,0,****,0.75,1,"1,10,96,35,752",Large Growth
BlackRock Large Cap Gr Eq Svc,PNGEX,40.89,26.26,40.89,29.38,21.11,,0,****,1.05,1,"23,53,40,427",Large Growth
Boston 1784 Growth & Income,SEGWX,22.7,17.32,22.7,21.99,18.79,,0.18,****,0.9,5,"57,90,90,506",Large Growth
Bramwell Growth,BRGRX,34.5,22.7,34.5,26.58,,,,****,1.66,4,"24,84,83,638",Large Growth
Bremer Growth Stock,BSTKX,29.91,26.84,29.91,,,,,,1.05,1,"6,80,79,293",Large Growth
Bridgeway Social Responsibility,BRSRX,37.8,25.92,37.8,26.86,,,,*****,1.5,4,"16,97,266",Large Growth
Capital Exchange,CAPEX,25.75,21.53,25.75,27.78,24.87,19.12,0.67,*****,0.64,8,"17,57,21,832",Large Growth
Chase Equity-Growth Instl,RITEX,41.38,27.4,41.38,32.72,23.85,17.84,0.06,*****,1,4,"17,88,78,495",Large Growth
Chase Growth,,29.64,23.69,29.64,,,,,,1.47,1,"56,93,819",Large Growth
Chase Vista Select Large Cap Growth,VSLGX,40.83,25.97,40.83,,,,,,0.02,2,"74,66,06,607",Large Growth
Chicago Trust Growth & Income,CHTIX,35.45,23.68,35.45,29.12,24.01,,0.03,*****,1.07,5,"42,82,39,935",Large Growth
CitiFunds Large Cap Growth,CFLGX,37.19,22.62,37.19,27.07,21.12,,0,****,1.05,3,"48,69,76,534",Large Growth
Citizens Index,WAIDX,42.75,27.49,42.75,33.34,,,,*****,1.59,0,"43,78,64,620",Large Growth
Citizens Index Instl,WINIX,43.79,27.75,43.79,,,,,,0.88,0,"4,37,04,798",Large Growth
Columbia Growth,CLMBX,30.34,25.59,30.34,25.79,21.32,18.8,0.18,****,0.71,7,"1,58,82,04,311",Large Growth
Consulting Group Large Cap Growth,TLGUX,38.06,26.05,38.06,29.2,23.28,,0.13,*****,0.69,0,"2,16,46,74,000",Large Growth
CrestFunds Capital Appreciation Tr,CCATX,28.88,26.34,28.88,25.49,19.13,,0.02,***,1.1,1,"13,33,03,878",Large Growth
CrestFunds Life Vision Maximum Growth,CVMGX,12.31,18.72,12.31,,,,,,,,"1,74,38,400",Large Growth
Delaware Tax Efficient Equity Instl,DVXIX,25.46,22.68,25.46,,,,,,,1,12,Large Growth
Delaware U.S. Growth Instl,DEUIX,29.89,25.94,29.89,26.54,,,,****,1.14,1,"3,50,51,781",Large Growth
Diversified Investors Aggressive Eqty,DVAEX,41.75,32.85,41.75,,,,,,1.41,2,"6,86,96,175",Large Growth
Diversified Investors Equity Growth,DVEGX,35.99,29.77,35.99,26.58,,,,****,1.2,4,"61,71,03,526",Large Growth
Diversified Investors Growth & Income,DVGIX,34.66,24.96,34.66,29.97,,,,*****,1.14,4,"68,59,96,645",Large Growth
Dresdner RCM Large Cap Growth,,44.86,29.93,44.86,,,,,,0.95,1,"79,23,541",Large Growth
Dreyfus Appreciation,DGAGX,30.85,20.52,30.85,28.11,24.61,18.49,0.54,*****,0.87,8,"4,16,88,84,710",Large Growth
Dreyfus Third Century,DRTHX,30.17,24.26,30.17,27.93,21.35,16.82,0,****,0.97,4,"1,04,89,93,656",Large Growth
Eastcliff Growth,EASGX,29.23,29.76,29.23,22.83,,,,***,1.3,3,"4,87,18,113",Large Growth
Enterprise Growth Y,ENGYX,32.09,27.52,32.09,,,,,,0.97,2,"5,49,86,620",Large Growth
Excelsior Instl Optimum Growth,EXOAX,65.23,36.46,65.23,,,,,,0.7,2,"7,40,19,412",Large Growth
Excelsior Instl Optimum Growth Tr,,64.66,36.33,64.66,,,,,,1.05,2,"94,49,982",Large Growth
Excelsior Large Cap Growth,UMLGX,67.04,39.37,67.04,,,,,,1.05,1,"8,64,59,380",Large Growth
Fidelity Advisor Equity Growth Instl,EQPGX,39.47,24.29,39.47,26.65,23.26,24.92,0.09,*****,0.75,1,"1,08,71,69,370",Large Growth
Fidelity Growth Company,FDGRX,27.23,21.16,27.23,20.9,19.26,20.74,0.16,****,0.68,1,"11,44,04,03,608",Large Growth
Fidelity Large Cap Stock,FLCSX,36.48,23.49,36.48,27.33,,,,*****,0.84,0,"31,69,53,443",Large Growth
First American Large Cap Growth Y,FADGX,24.05,21.21,24.05,22.96,,,,****,0.8,4,"76,66,08,868",Large Growth
First Mutual,FMFDX,34.2,36.27,34.2,26.1,19.96,16.88,0,***,1.74,17,"3,40,34,403",Large Growth
Firstar Growth Instl,FIGWX,30.46,24.04,30.46,23.74,18.45,,0.1,***,0.89,2,"23,65,54,942",Large Growth
Founders Growth,FRGRX,25.04,21.11,25.04,22.65,21.02,20.31,0.05,****,1.1,0,"2,37,73,38,718",Large Growth
Gabelli Growth,GABGX,29.78,30.19,29.78,30.27,23.17,19.78,0,*****,1.43,3,"1,86,40,25,777",Large Growth
Galaxy Equity Growth Tr,GEGTX,26.44,24.49,26.44,26.05,,,,****,0.95,4,"90,40,13,476",Large Growth
Globalt Growth,GROWX,25.84,22.43,25.84,24.78,,,,****,1.16,3,"1,35,78,976",Large Growth
GMO Growth III,GMOGX,37.3,27.46,37.3,28.83,24.91,20.83,0.57,*****,0.48,10,"15,68,63,197",Large Growth
Golden Oak Growth Instl,GDGAX,42.51,23.8,42.51,31.03,20.38,,0.09,****,1.1,3,"4,38,80,079",Large Growth
Goldman Sachs Core Large Cap Grth Ins,GCGIX,30.64,25.61,30.64,,,,,,0.72,1,"18,56,49,328",Large Growth
Goldman Sachs Core Large Cap Grth Svc,GSCLX,30.13,25.52,30.13,,,,,,1.17,1,"11,64,462",Large Growth
Harbor Capital Appreciation,HACAX,36.8,30.01,36.8,29.17,25.15,21.74,0.16,*****,0.7,8,"4,18,09,92,953",Large Growth
Harris Bretall Sullivan Growth Equity,HBSSX,32.14,31.21,32.14,,,,,,1.29,2,"1,52,94,958",Large Growth
HighMark Growth Fid,HMGRX,31.76,25.97,31.76,28.35,21.64,,0.02,****,0.92,0,"57,22,17,321",Large Growth
Huntington Growth Tr,HGWTX,18.55,15.81,18.55,23.27,20.16,,0.57,****,0.8,5,"32,58,89,080",Large Growth
IAI Growth,IAGRX,26.53,27,26.53,20.26,16.61,,0,***,1.25,4,"1,78,52,673",Large Growth
Idex Aggressive Growth C,IAGCX,48.59,29,48.59,24.55,,,,***,2.4,4,"74,47,711",Large Growth
Idex Growth C,IDEUX,63.79,27.91,63.79,30.64,24.42,,0,****,2.16,4,"4,15,77,486",Large Growth
IDS Growth Y,IGRYX,22.64,27.12,22.64,22.88,,,,***,0.8,3,"68,60,19,273",Large Growth
IDS New Dimensions Y,IDNYX,28.37,24.26,28.37,25.91,,,,****,0.75,3,"4,99,05,12,369",Large Growth
Invesco Growth,FLRFX,41.72,26.85,41.72,29.68,20.84,19.14,0.29,****,1.04,5,"1,22,00,76,726",Large Growth
IPS Millennium,IPSMX,40.28,23.33,40.28,28.48,,,,****,1.4,3,"2,86,80,037",Large Growth
ISG Capital Growth Instl,ICGIX,32.4,22.65,32.4,,,,,,0.58,1,"17,35,42,102",Large Growth
Janus,JANSX,38.89,28.44,38.89,26.8,21.15,20.43,0.24,*****,0.86,12,"25,49,06,47,375",Large Growth
Janus Equity-Income,JAEIX,40.05,26.34,40.05,,,,,,1.45,2,"34,92,35,822",Large Growth
Janus Growth & Income,JAGIX,34.87,21.49,34.87,31.79,24.31,,0.25,*****,0.96,1,"3,50,41,40,016",Large Growth
Janus Mercury,Quote Plus,30.04,58.41,27.76,26.3,,0,,*****,0.96,5,"3,11,15,45,396",Large Growth
Janus Olympus,JAOLX,56.97,32.66,56.97,34.29,,,,*****,1.03,1,"1,28,80,85,591",Large Growth
Janus Twenty,JAVLX,73.39,29.67,73.39,42.2,29.58,25.76,0.26,*****,0.91,1,"15,79,71,50,428",Large Growth
Jensen,JENSX,16.7,17.16,16.7,20.22,16.85,,1.13,***,1.02,6,"2,28,97,151",Large Growth
John Hancock Indep Growth,JHIGX,37.94,27.44,37.94,31.32,,,,*****,0.95,3,"73,67,000",Large Growth
Johnson Growth,,29.1,23.05,29.1,26.43,20.56,,0.16,****,0.97,5,"4,29,24,197",Large Growth
Kemper Growth I,,14.68,27.71,14.68,16.28,,,,**,0.65,1,"2,51,61,002",Large Growth
Kobrick Growth,,,,33.59,,,,,,,,"14,30,363",Large Growth
Loomis Sayles Growth Instl,LSGRX,12.54,22.01,12.54,18.87,16.2,,0,**,0.85,7,"2,59,99,964",Large Growth
Loomis Sayles Growth Ret,,12.25,21.94,12.25,,,,,,1.1,1,"6,07,117",Large Growth
Lou Holland Growth,LHGFX,35.75,24.03,35.75,,,,,,1.35,2,"91,16,328",Large Growth
MainStay Instl Growth Equity Instl,NIGEX,40.5,27.97,40.5,28.69,23.5,,0,*****,0.93,7,"81,85,73,000",Large Growth
MainStay Instl Growth Equity Instl Sv,MAGSX,40.18,27.91,40.18,28.4,,,,*****,1.18,4,"1,29,58,000",Large Growth
Managers Capital Appreciation,MGCAX,57.34,31.25,57.34,26.34,21.51,19.04,0,****,1.26,,"8,78,66,575",Large Growth
Markman Aggressive Allocation,MMAGX,26.17,31.32,26.17,18.8,,,,***,0.95,3,"8,05,39,822",Large Growth
Marsico Focus,MFOCX,51.3,22.41,51.3,,,,,,1.56,1,"1,20,44,46,583",Large Growth
Marsico Growth & Income,MGRIX,43.4,24.26,43.4,,,,,,1.51,1,"37,37,39,286",Large Growth
Memorial Growth Equity Inst,MFGIX,,21.66,,,,,,,,0,"3,33,46,581",Large Growth
Memorial Growth Equity Tr,,,,21.63,,,,,,,0,"2,57,809",Large Growth
MFS Massachusetts Investors Gr Stk I,MGTIX,40.34,25.68,40.34,,,,,,0.49,3,"2,56,44,210",Large Growth
MFS Strategic Growth I,MSGIX,45.71,28.48,45.71,,,,,,1.08,2,"2,51,13,470",Large Growth
Millennium Growth,MGFQX,84.06,55.39,84.06,,,,,,,1,"96,01,285",Large Growth
Monetta Large-Cap Equity,MLCEX,8.99,32.13,8.99,21.15,,,,***,1.51,2,"37,83,722",Large Growth
Montag & Caldwell Growth I,MCGIX,32.26,27.08,32.26,,,,,,0.93,2,"95,47,52,818",Large Growth
Montag & Caldwell Growth N,MCGFX,31.85,26.94,31.85,32.14,,,,*****,1.23,4,"1,15,72,01,989",Large Growth
MSDW American Value D,AMVDX,32.12,18.19,32.12,,,,,,0.64,1,"13,53,05,114",Large Growth
MSDW Capital Growth Secs D,CAPDX,18.11,20.15,18.11,,,,,,0.82,1,"68,23,709",Large Growth
Nations Capital Growth Inv A,NCGIX,29.73,28.21,29.73,26,20.42,,0,****,1.2,3,"5,01,66,430",Large Growth
Nations Capital Growth Prim A,NCGRX,30.14,28.39,30.14,26.3,20.69,,0,****,0.95,3,"72,30,62,655",Large Growth
Nations Capital Growth Prim B,NCPGX,29.34,28.07,29.34,,,,,,1.45,2,"2,78,089",Large Growth
Nations Marsico Focused Eq Inv A,NFEAX,50.14,22.46,50.14,,,,,,2.52,1,"25,51,145",Large Growth
Nations Marsico Focused Eq Prim A,NFEPX,49.64,22.35,49.64,,,,,,1.52,1,"6,09,78,614",Large Growth
Nations Marsico Grth & Inc Inv C,,38.22,20.72,38.22,,,,,,2.09,1,"12,11,720",Large Growth
Nations Marsico Grth & Inc Prim A,NGIPX,38.22,20.72,38.22,,,,,,1.09,1,"2,17,80,848",Large Growth
Navellier Large Cap Growth,,41.17,27.71,41.17,,,,,,1.9,1,"24,01,723",Large Growth
New England Capital Growth C,NECGX,28.17,25.3,28.17,19.99,,,,***,2.2,4,"14,94,459",Large Growth
Nicholas-Applegate Large Cap Gr I,,60.29,37.8,60.29,,,,,,1,2,"37,91,872",Large Growth
Nicholas-Applegate Large Cap Gr Q,,59.56,37.56,59.56,,,,,,,1,"26,23,298",Large Growth
Noah,NOAHX,52.77,35.95,52.77,,,,,,1.42,2,"37,00,000",Large Growth
Northern Growth Equity,NOGEX,33.16,24.77,33.16,26.84,,,,****,1,3,"59,46,55,528",Large Growth
Northern Institutional Divr Growth A,BDVAX,34.97,24.47,34.97,27.67,18.63,,0.39,****,0.67,1,"18,96,94,578",Large Growth
Northern Institutional Focused Grow A,BFGAX,36.53,27.63,36.53,27.66,19.17,,0,***,0.92,1,"13,73,01,065",Large Growth
Northern Select Equity,NOEQX,35.13,27.48,35.13,29.34,,,,*****,1,4,"16,43,83,842",Large Growth
Norwest Advantage Large Co Growth I,NVLCX,48.01,31.64,48.01,35.06,,,,*****,,4,"36,35,55,000",Large Growth
Nuveen Rittenhouse Growth R,NRGRX,25.67,21.37,25.67,,,,,,1.1,1,"4,18,88,031",Large Growth
Old Westbury Core Equity,OWCEX,,25.95,,,,,,,,,"4,55,83,859",Large Growth
One Group Large Company Growth Fid,SEEGX,44.71,24.51,44.71,31.11,24.76,,0,*****,0.99,0,"1,73,36,13,410",Large Growth
Oppenheimer Capital Appreciation Y,OTCYX,24.46,26.84,24.46,,,,,,0.69,1,"24,65,41,136",Large Growth
OVB Capital Appreciation A,OCAAX,35.05,29.02,35.05,25.84,20.23,,0,***,1.02,5,"13,23,55,065",Large Growth
OVB Capital Appreciation B,OVCBX,34.63,28.91,34.63,25.52,19.9,,0,***,1.27,5,"1,00,15,925",Large Growth
Pacific Capital Growth Stock Instl,PGRSX,35.94,29.47,35.94,26.85,,,,****,1.09,4,"40,79,43,379",Large Growth
PaineWebber Pace Large Co Growth Eqty,PCLCX,40.79,32.5,40.79,28.67,,,,*****,,3,"33,49,10,196",Large Growth
Papp America-Abroad,PAAFX,23.83,27.81,23.83,27.11,24.85,,0.12,*****,1.11,7,"34,28,14,176",Large Growth
Papp America-Pacific Rim,PAPRX,28.68,26.89,28.68,,,,,,1.25,1,"1,47,05,830",Large Growth
Parkstone Large Capitalization Instl,PLCIX,42.62,25.53,42.62,31.4,,,,*****,1.1,3,"42,84,67,586",Large Growth
PBHG Large Cap 20 PBHG,PLCPX,67.83,31.43,67.83,,,,,,1.41,2,"54,51,79,455",Large Growth
Pegasus Growth I,PGRIX,38.14,27.8,38.14,28.38,,,,*****,0.79,2,"86,50,65,386",Large Growth
Phoenix Duff&Phelps Instl Grth Stk Y,PGSYX,30.2,22.2,30.2,,,,,,0.7,0,"4,21,78,166",Large Growth
Pillar Equity Growth I,PLGIX,31.81,20.71,31.81,,,,,,0.8,1,"19,99,30,212",Large Growth
PIMCo Core Equity Admin,PCEAX,40.47,24.69,40.47,27.34,,,,****,1.08,1,"16,82,64,081",Large Growth
PIMCo Core Equity Instl,,41.06,24.9,41.06,27.75,,,,****,0.83,1,"17,61,551",Large Growth
Potomac OTC Plus,POTCX,104.22,43.44,104.22,,,,,,,1,"7,38,53,034",Large Growth
Potomac OTC/Short,POTSX,-52.99,-27.97,-52.99,,,,,,,,"8,08,085",Large Growth
Preferred Growth,PFGRX,35.89,28.75,35.89,28.62,21.99,,0,****,0.84,0,"50,65,81,372",Large Growth
ProFunds UltraOTC Inv,UOPIX,185.34,72.73,185.34,,,,,,1.07,1,"9,00,02,118",Large Growth
ProFunds UltraOTC Svc,UOPSX,183.98,72.65,183.98,,,,,,1.75,1,"2,36,28,004",Large Growth
Provident Inv Couns Growth,PIPGX,38.6,23.07,38.6,28.85,20.83,,0,****,1.25,6,"14,01,43,841",Large Growth
Prudential Jennison Growth Z,PJFZX,38.07,30.28,38.07,,,,,,0.84,2,"1,19,56,73,409",Large Growth
Putnam Investors Y,PNVYX,35.88,25.29,35.88,,,,,,0.7,,"21,69,57,222",Large Growth
Putnam Voyager Y,PVYYX,24.38,26.81,24.38,21.12,,,,***,0.71,4,"1,45,41,59,189",Large Growth
Regions Growth Tr,RGRAX,,24.09,,,,,,,,0,"25,66,82,775",Large Growth
Reserve Blue Chip Growth,RBCAX,36.62,30.79,36.62,23.03,,,,***,1.75,4,"1,04,79,008",Large Growth
Reserve Large-Cap Growth,RLVAX,25.16,16.82,25.16,27.54,,,,*****,1.75,2,"1,99,23,609",Large Growth
Reynolds Blue Chip Growth,RBCGX,54.12,31.39,54.12,37.48,27.98,18.25,0,*****,1.4,10,"12,84,60,822",Large Growth
Reynolds Opportunity,ROPPX,59.14,32.59,59.14,27.67,23.59,,0,****,1.5,6,"3,62,63,924",Large Growth
Robertson Stephens Value + Growth A,RSVPX,27.44,24.07,27.44,18.29,23.8,,0,***,1.44,6,"67,82,71,153",Large Growth
Rydex OTC Inv,RYOCX,86.48,35.51,86.48,48.14,,,,*****,1.13,1,"1,10,94,17,355",Large Growth
Saratoga Large Capitalization Growth,SLCGX,36.44,34.27,36.44,28.05,,,,*****,1.18,4,"10,67,75,721",Large Growth
Scudder Large Company Growth,SCQGX,33.23,26.48,33.23,27.88,22.28,,0,****,1.21,3,"56,06,52,539",Large Growth
SEI Instl Mgd Large Cap Growth A,SELCX,38.8,29.31,38.8,31.91,,,,*****,0.85,4,"1,89,03,71,448",Large Growth
Sit Large Cap Growth,SNIGX,30.56,22.54,30.56,28.38,23.43,18.19,0.01,*****,1,16,"11,99,35,406",Large Growth
Spectra,SPECX,47.94,33.74,47.94,30.14,27.54,25.81,0,*****,2.12,24,"22,42,03,033",Large Growth
State Street Research Athletes S,,,,24.76,,,,,,,0,,Large Growth
State Street Research Growth S,STSGX,26.18,29.45,26.18,16.29,15,14.44,0,**,0.66,1,"14,04,71,643",Large Growth
State Street Research Legacy S,,32.27,23.27,32.27,,,,,,1,1,"43,51,986",Large Growth
Steadman Investment,SINVX,50.56,35.35,50.56,9.17,-1.15,0.94,0,*,6.48,0,"15,62,327",Large Growth
Steadman Security Trust,SASSX,59.46,31.11,59.46,21.99,7.29,7.61,0,*,7.34,0,"45,07,000",Large Growth
Stein Roe Advisor Growth Stock K,,24.59,24.48,24.59,,,,,,1.35,1,"40,00,000",Large Growth
Stein Roe Advisor Young Investor A,SAIAX,,20.53,,,,,,,,0,"5,57,00,000",Large Growth
Stein Roe Advisor Young Investor K,,15.33,20.68,15.33,,,,,,,1,"4,00,000",Large Growth
Stein Roe Growth Stock,SRFSX,25.54,24.78,25.54,25.96,21.13,19.21,0,****,1.07,4,"75,98,55,536",Large Growth
Stein Roe Young Investor,SRYIX,17.65,20.82,17.65,26.14,,,,****,1.31,3,"82,14,07,830",Large Growth
Strategist Growth,STGRX,22.4,27.03,22.4,,,,,,1,1,"15,00,35,479",Large Growth
Strategist Growth Trends,STGTX,28.27,24.23,28.27,,,,,***,1.1,5,"1,02,25,31,226",Large Growth
Strong Blue Chip 100,SBCHX,43.92,27.66,43.92,,,,,****,0.73,0,"29,72,20,033",Large Growth
Strong Total Return,STRFX,32.05,22.19,32.05,23.21,18.56,13.9,0.21,,,1,"25,82,99,000",Large Growth
Target Large Capitalization Growth,TALGX,44.22,33.06,44.22,28.25,21.38,,0,,,0,"2,772",Large Growth
Transamerica Premier Equity A,,,,26.8,,,,,*****,1.49,0,"26,67,99,197",Large Growth
Transamerica Premier Equity Inv,TEQUX,33.85,26.88,33.85,36.59,,,,,,0,"2,726",Large Growth
Transamerica Premier Equity M,,,,26.69,,,,,****,1.02,6,"12,37,26,183",Large Growth
Turner Growth Equity,TRGEX,38.07,25.63,38.07,29.32,21.25,,0,,1,1,"63,55,662",Large Growth
Turner Ultra Large Cap,,45.22,29.73,45.22,,,,,*****,1.42,3,"8,70,94,612",Large Growth
U.S. Global Leaders Growth,USGLX,31.98,29.43,31.98,31.67,,,,,0.9,2,"3,97,63,699",Large Growth
UAM Sirach Equity Instl,SIEQX,29.93,25.01,29.93,,,,,****,0.9,6,"8,49,96,347",Large Growth
UAM Sirach Growth Instl,SGRWX,25.95,25.58,25.95,27.02,19.65,,0.06,,1.15,6,"3,02,08,951",Large Growth
United Vanguard Y,,31.5,24.5,31.5,19.34,,,,***,0.9,1,"54,74,897",Large Growth
USAA First Start Growth,UFSGX,40.46,30.12,40.46,,,,,,1.65,1,"7,40,47,347",Large Growth
Value Line Leveraged Growth Investors,VALLX,39.63,30.98,39.63,28.34,22.78,19.67,0,****,0.86,26,"53,69,77,539",Large Growth
Value Line U.S. Multinational Company,VLUMX,31.12,32.21,31.12,27.39,,,,****,1.69,3,"2,81,35,257",Large Growth
Vanguard Growth Index,VIGRX,42.21,24.64,42.21,33.87,27.79,,0.69,*****,0.2,6,"5,72,09,62,073",Large Growth
Vanguard U.S. Growth,VWUSX,39.98,24.73,39.98,30.49,26.16,21.2,0.48,*****,0.41,12,"12,34,26,42,281",Large Growth
Vintage Aggressive Growth,AVAGX,25.42,27.25,25.42,23.59,,,,****,1.56,3,"10,91,60,920",Large Growth
White Oak Growth Stock,WOGSX,39.51,37.53,39.51,31.88,30.07,,0,*****,0.98,6,"1,09,22,85,219",Large Growth
Wilshire Target Large Co Growth Instl,WLCGX,40.84,25.39,40.84,,,,,,0.62,2,"5,08,39,211",Large Growth
Wilshire Target Large Co Growth Invmt,DTLGX,40.72,25.32,40.72,32.75,26.74,,0.05,*****,0.73,6,"15,47,51,860",Large Growth
1838 Small Cap Equity,ESEQX,-6.08,16.15,-6.08,,,,0,,1.25,2,"3,39,80,928",Small Value
AARP Small Company Stock,ASCSX,-6.24,10.3,-6.24,,,,0.08,,1.75,1,"10,38,27,266",Small Value
Academy Value,ACVFX,-22.45,-2.93,-22.45,2.01,,,0.6,*,1.82,4,"52,83,900",Small Value
American Century Small Cap Value Inv,,,14.53,,,,,,,,0,"1,22,13,098",Small Value
Armada Small Cap Value Instl,AMRIX,-6.96,17.79,-6.96,14.75,,,0.33,**,0.97,0,"24,60,34,696",Small Value
Artisan Small Cap Value,ARTVX,-5.76,7.03,-5.76,,,,0,,1.93,1,"5,13,99,000",Small Value
Babson Enterprise,BABEX,-11.36,7.44,-11.36,12.49,11.16,13.74,0.3,**,1.08,14,"17,63,39,434",Small Value
Barr Rosenberg U.S. Small Cap Adv,LIFUX,-4.29,10.54,-4.29,,,,0,,1.4,1,"2,36,19,901",Small Value
Barr Rosenberg U.S. Small Cap Instl,USCIX,-4.03,10.55,-4.03,16.63,18.26,,0.14,***,1.15,9,"52,66,92,203",Small Value
Barr Rosenberg U.S. Small Cap Sel,BRSCX,-4.52,10.44,-4.52,,,,0,,1.59,2,"2,53,61,877",Small Value
Berger Small Cap Value Instl,BSVIX,1.83,15.17,1.83,20.54,18.69,14.97,0.71,****,1.19,13,"11,91,84,515",Small Value
Berger Small Cap Value Inv,BSCVX,1.43,15.04,1.43,,,,0.33,,1.56,1,"15,39,67,736",Small Value
BlackRock Small Cap Value Instl,PNSEX,-6.22,14.03,-6.22,15.13,13.37,,1.59,**,0.85,2,"59,45,70,914",Small Value
BlackRock Small Cap Value Svc,PSESX,-6.5,13.96,-6.5,14.76,13.01,,1.28,**,1.15,2,"8,44,86,211",Small Value
Bridgeway Ultra-Small Company,BRUSX,-13.11,15.87,-13.11,15.87,,,0,**,1.67,4,"3,53,73,643",Small Value
CitiFunds Small Cap Value,CFSVX,,8.2,,,,,,,,0,"3,18,95,915",Small Value
Clover Small Cap Value,TCSVX,2.01,13.64,2.01,,,,0,,1.4,2,"1,68,56,238",Small Value
Consulting Group Small Cap Value Eqty,TSVUX,-8.88,9.65,-8.88,15.73,12.04,,1.62,**,0.9,,"80,18,24,000",Small Value
Corbin Small-Cap Value,,-38.15,-6.07,-38.15,,,,0,,1.23,1,"22,20,710",Small Value
CornerCap Growth,CGRFX,-10.64,2.9,-10.64,15.18,12.63,8.41,0,**,1.56,6,"1,39,31,935",Small Value
CRM Small Cap Value Instl,CRISX,-11.36,4.4,-11.36,,,,0.03,,,0,"7,71,75,288",Small Value
CRM Small Cap Value Inv,CRMSX,-12.21,4.37,-12.21,14.08,,,0.03,**,1.5,3,"11,82,21,816",Small Value
Cruelty Free Value,,5.2,17.27,5.2,,,,0,,1.95,1,"16,68,206",Small Value
Delafield,DEFIX,-11.47,14.32,-11.47,10.2,12.48,,0.93,***,1.29,5,"10,53,00,000",Small Value
Delaware Small Cap Value Instl,DEVIX,-4.82,12.65,-4.82,15.93,12.48,,0.91,**,1.09,1,"11,40,98,304",Small Value
DFA U.S. 6-10 Value,DFSVX,-7.3,12.32,-7.3,14.03,14.18,,1.73,**,0.6,5,"2,35,12,70,000",Small Value
DFA U.S. 6-10 Value II,DFAVX,-7.17,12.32,-7.17,14.03,,,1.85,**,0.85,4,"8,65,30,000",Small Value
Dreyfus Premier Small Cap Value R,,,13.65,,,,,,,,0,"4,61,453",Small Value
Eclipse Equity,EEQFX,3.4,12.69,3.4,21.42,15.33,14.16,0,***,1.14,11,"18,72,01,495",Small Value
Enterprise Small Company Value Y,EIGYX,6.13,14.33,6.13,19.71,,,0,****,1.3,2,"2,79,169",Small Value
Evergreen Micro Cap Y,EMCYX,-22.1,2.69,-22.1,8.94,5.01,9.68,0,*,1.39,2,"3,86,16,882",Small Value
Evergreen Small Cap Equity Income Y,ESCEX,-9.39,6.68,-9.39,14,13.7,,2.41,***,1.39,5,"8,12,23,973",Small Value
Fairmont,FAIMX,-4.88,13.54,-4.88,6.49,10.63,9.83,0,*,1.63,17,"2,37,15,862",Small Value
FAM Value,FAMVX,6.19,14.62,6.19,17.98,16,16.02,0.54,****,1.24,12,"35,76,65,782",Small Value
First American Micro Cap Value Y,FMVCX,-6.9,9.87,-6.9,,,,0.22,,0.88,1,"10,30,17,582",Small Value
First American Small Cap Value Y,FSCCX,-8.26,11.89,-8.26,9.95,,,0.31,**,0.88,4,"42,12,16,421",Small Value
First Omaha Small Cap Value,FOSCX,-3.36,14.05,-3.36,,,,1.57,,1.34,2,"1,50,36,859",Small Value
Franklin Value Adv,,-23.83,7.4,-23.83,,,,0,,0.98,1,"76,97,096",Small Value
Frontegra Opportunity,,-10.13,9.02,-10.13,,,,0.78,,0.9,,"1,12,42,957",Small Value
